token	corpus size	all contexts size	frequency	co-frequency	specificity
тем	127720	2594	56	6	3.09
использовать	127720	2594	56	6	3.09
чего	127720	2594	22	4	3.07
наоборот	127720	2594	23	4	2.99
даёт	127720	2594	3	2	2.92
спрашивают	127720	2594	3	2	2.92
желательно	127720	2594	3	2	2.92
открытого	127720	2594	3	2	2.92
рассеянное	127720	2594	3	2	2.92
исходит	127720	2594	3	2	2.92
выработке	127720	2594	3	2	2.92
теплее	127720	2594	3	2	2.92
Слева	127720	2594	3	2	2.92
Трек	127720	2594	3	2	2.92
светодиодный	127720	2594	3	2	2.92
лучше	127720	2594	62	6	2.87
создает	127720	2594	25	4	2.85
Часто	127720	2594	12	3	2.82
Он	127720	2594	64	6	2.80
желтый	127720	2594	27	4	2.73
или	127720	2594	394	17	2.71
и	127720	2594	3928	102	2.70
помогает	127720	2594	46	5	2.69
лукавый	127720	2594	4	2	2.62
излучаемый	127720	2594	4	2	2.62
модный	127720	2594	4	2	2.62
отвечает	127720	2594	4	2	2.62
электрической	127720	2594	4	2	2.62
темнее	127720	2594	4	2	2.62
Какой	127720	2594	4	2	2.62
Важно	127720	2594	4	2	2.62
использовали	127720	2594	4	2	2.62
проникающий	127720	2594	4	2	2.62
электрический	127720	2594	4	2	2.62
альбом	127720	2594	4	2	2.62
тьма	127720	2594	14	3	2.61
от	127720	2594	374	16	2.57
всегда	127720	2594	30	4	2.56
свету	127720	2594	32	4	2.46
две	127720	2594	16	3	2.44
восприятие	127720	2594	16	3	2.44
заря	127720	2594	5	2	2.41
распространяется	127720	2594	5	2	2.41
заката	127720	2594	5	2	2.41
определенные	127720	2594	5	2	2.41
нему	127720	2594	5	2	2.41
пламени	127720	2594	5	2	2.41
Солнце	127720	2594	17	3	2.37
Цвет	127720	2594	55	5	2.37
состоит	127720	2594	18	3	2.30
но	127720	2594	170	9	2.25
необходим	127720	2594	6	2	2.24
поведения	127720	2594	6	2	2.24
рядом	127720	2594	6	2	2.24
прямого	127720	2594	6	2	2.24
ночью	127720	2594	6	2	2.24
отражается	127720	2594	6	2	2.24
названием	127720	2594	6	2	2.24
глаза	127720	2594	60	5	2.22
чем	127720	2594	60	5	2.22
Его	127720	2594	20	3	2.17
ее	127720	2594	62	5	2.16
электронов	127720	2594	7	2	2.11
существование	127720	2594	7	2	2.11
панели	127720	2594	7	2	2.11
Яркий	127720	2594	7	2	2.11
Однако	127720	2594	42	4	2.06
образом	127720	2594	22	3	2.06
поэтому	127720	2594	43	4	2.03
его	127720	2594	328	13	2.00
результате	127720	2594	8	2	1.99
связан	127720	2594	8	2	1.99
Таким	127720	2594	8	2	1.99
внутренний	127720	2594	8	2	1.99
таким	127720	2594	8	2	1.99
Можно	127720	2594	8	2	1.99
есть	127720	2594	69	5	1.98
более	127720	2594	128	7	1.95
Именно	127720	2594	25	3	1.91
тени	127720	2594	25	3	1.91
обладает	127720	2594	9	2	1.89
огня	127720	2594	9	2	1.89
включая	127720	2594	9	2	1.89
котором	127720	2594	27	3	1.82
синий	127720	2594	27	3	1.82
случаях	127720	2594	10	2	1.80
воспринимать	127720	2594	10	2	1.80
сияние	127720	2594	10	2	1.80
большой	127720	2594	10	2	1.80
является	127720	2594	81	5	1.73
Введение	127720	2594	11	2	1.72
около	127720	2594	11	2	1.72
Лазарев	127720	2594	11	2	1.72
просто	127720	2594	54	4	1.72
тон	127720	2594	30	3	1.71
Метафоры	127720	2594	1	1	1.69
пьют	127720	2594	1	1	1.69
уподоблялся	127720	2594	1	1	1.69
мизюкатъ	127720	2594	1	1	1.69
мизюритъ	127720	2594	1	1	1.69
мигать	127720	2594	1	1	1.69
заступать	127720	2594	1	1	1.69
обомарот	127720	2594	1	1	1.69
обманщик	127720	2594	1	1	1.69
завязать	127720	2594	1	1	1.69
домашнею	127720	2594	1	1	1.69
кровлею	127720	2594	1	1	1.69
светец	127720	2594	1	1	1.69
ночник	127720	2594	1	1	1.69
рассветитъ	127720	2594	1	1	1.69
лучину	127720	2594	1	1	1.69
запала	127720	2594	1	1	1.69
покрыла	127720	2594	1	1	1.69
проч	127720	2594	1	1	1.69
Сухое	127720	2594	1	1	1.69
помнят	127720	2594	1	1	1.69
дисплеем	127720	2594	1	1	1.69
преобразует	127720	2594	1	1	1.69
неученые	127720	2594	1	1	1.69
разумеющимся	127720	2594	1	1	1.69
задумываемся	127720	2594	1	1	1.69
приоткрывает	127720	2594	1	1	1.69
Раздвигаем	127720	2594	1	1	1.69
занавески	127720	2594	1	1	1.69
движение	127720	2594	1	1	1.69
преобразуется	127720	2594	1	1	1.69
электрическая	127720	2594	1	1	1.69
нагревает	127720	2594	1	1	1.69
генерируют	127720	2594	1	1	1.69
возбуждения	127720	2594	1	1	1.69
создающее	127720	2594	1	1	1.69
светодиодах	127720	2594	1	1	1.69
светоизлучающих	127720	2594	1	1	1.69
термоядерных	127720	2594	1	1	1.69
реакций	127720	2594	1	1	1.69
фундаментальной	127720	2594	1	1	1.69
постоянному	127720	2594	1	1	1.69
отскакивает	127720	2594	1	1	1.69
водянистые	127720	2594	1	1	1.69
Был	127720	2594	1	1	1.69
проведен	127720	2594	1	1	1.69
Двойная	127720	2594	1	1	1.69
щель	127720	2594	1	1	1.69
пропускали	127720	2594	1	1	1.69
решено	127720	2594	1	1	1.69
1Из	127720	2594	1	1	1.69
высока	127720	2594	1	1	1.69
радиоволны	127720	2594	1	1	1.69
сжатие	127720	2594	1	1	1.69
распространяющееся	127720	2594	1	1	1.69
наименьшего	127720	2594	1	1	1.69
окраски	127720	2594	1	1	1.69
пленок	127720	2594	1	1	1.69
излучающего	127720	2594	1	1	1.69
Максвеллу	127720	2594	1	1	1.69
электромагнитными	127720	2594	1	1	1.69
волнами	127720	2594	1	1	1.69
корпускулярно	127720	2594	1	1	1.69
волновым	127720	2594	1	1	1.69
дуализмом	127720	2594	1	1	1.69
двойственностью	127720	2594	1	1	1.69
распространения	127720	2594	1	1	1.69
1905	127720	2594	1	1	1.69
Альберт	127720	2594	1	1	1.69
открыл	127720	2594	1	1	1.69
фундаментом	127720	2594	1	1	1.69
Анималов	127720	2594	1	1	1.69
Hi	127720	2594	1	1	1.69
используемый	127720	2594	1	1	1.69
тюлем	127720	2594	1	1	1.69
пропускающим	127720	2594	1	1	1.69
портьеры	127720	2594	1	1	1.69
плотной	127720	2594	1	1	1.69
синтезу	127720	2594	1	1	1.69
рукоделием	127720	2594	1	1	1.69
Желательно	127720	2594	1	1	1.69
фронтально	127720	2594	1	1	1.69
интерьерных	127720	2594	1	1	1.69
возможностях	127720	2594	1	1	1.69
Стены	127720	2594	1	1	1.69
представленная	127720	2594	1	1	1.69
следующую	127720	2594	1	1	1.69
Тредиаковскому	127720	2594	1	1	1.69
скрывается	127720	2594	1	1	1.69
животворный	127720	2594	1	1	1.69
даришь	127720	2594	1	1	1.69
соотносятся	127720	2594	1	1	1.69
лиющим	127720	2594	1	1	1.69
пространный	127720	2594	1	1	1.69
соотносимый	127720	2594	1	1	1.69
праведным	127720	2594	1	1	1.69
Отныне	127720	2594	1	1	1.69
императорского	127720	2594	1	1	1.69
Умолкли	127720	2594	1	1	1.69
покрытый	127720	2594	1	1	1.69
Истину	127720	2594	1	1	1.69
вольность	127720	2594	1	1	1.69
созвездье	127720	2594	1	1	1.69
вовек	127720	2594	1	1	1.69
шестая	127720	2594	1	1	1.69
линиям	127720	2594	1	1	1.69
накрывши	127720	2594	1	1	1.69
посторонний	127720	2594	1	1	1.69
размеров	127720	2594	1	1	1.69
утомленные	127720	2594	1	1	1.69
глазного	127720	2594	1	1	1.69
дна	127720	2594	1	1	1.69
безразличных	127720	2594	1	1	1.69
вспомогательных	127720	2594	1	1	1.69
животного	127720	2594	1	1	1.69
внешнему	127720	2594	1	1	1.69
Вероятно	127720	2594	1	1	1.69
содержащие	127720	2594	1	1	1.69
Белизна	127720	2594	1	1	1.69
разнородная	127720	2594	1	1	1.69
сорта	127720	2594	1	1	1.69
отстаивает	127720	2594	1	1	1.69
неделимости	127720	2594	1	1	1.69
Анализируя	127720	2594	1	1	1.69
философскую	127720	2594	1	1	1.69
уступает	127720	2594	1	1	1.69
ориентированному	127720	2594	1	1	1.69
последствии	127720	2594	1	1	1.69
резкий	127720	2594	1	1	1.69
бытовой	127720	2594	1	1	1.69
объединенных	127720	2594	1	1	1.69
противопоставлением	127720	2594	1	1	1.69
ничтожного	127720	2594	1	1	1.69
идущие	127720	2594	1	1	1.69
озлоблены	127720	2594	1	1	1.69
замкнуты	127720	2594	1	1	1.69
перешла	127720	2594	1	1	1.69
243	127720	2594	1	1	1.69
задувать	127720	2594	1	1	1.69
тухнуть	127720	2594	1	1	1.69
сходным	127720	2594	1	1	1.69
прекращать	127720	2594	1	1	1.69
тушат	127720	2594	1	1	1.69
задувают	127720	2594	1	1	1.69
метафорические	127720	2594	1	1	1.69
ложный	127720	2594	1	1	1.69
затемняет	127720	2594	1	1	1.69
померкал	127720	2594	1	1	1.69
мгновениями	127720	2594	1	1	1.69
померк	127720	2594	1	1	1.69
имеющему	127720	2594	1	1	1.69
греховной	127720	2594	1	1	1.69
небесной	127720	2594	1	1	1.69
духовности	127720	2594	1	1	1.69
далеких	127720	2594	1	1	1.69
постигнув	127720	2594	1	1	1.69
истин	127720	2594	1	1	1.69
послы	127720	2594	1	1	1.69
Знаменитая	127720	2594	1	1	1.69
певица	127720	2594	1	1	1.69
пела	127720	2594	1	1	1.69
Ей	127720	2594	1	1	1.69
дешевую	127720	2594	1	1	1.69
шляпку	127720	2594	1	1	1.69
дырочки	127720	2594	1	1	1.69
ботинках	127720	2594	1	1	1.69
Чехов	127720	2594	1	1	1.69
Хоть	127720	2594	1	1	1.69
суди	127720	2594	1	1	1.69
аристократия	127720	2594	1	1	1.69
блистание	127720	2594	1	1	1.69
бомонд	127720	2594	1	1	1.69
бренный	127720	2594	1	1	1.69
быша	127720	2594	1	1	1.69
земная	127720	2594	1	1	1.69
отсвет	127720	2594	1	1	1.69
пайлер	127720	2594	1	1	1.69
подлунная	127720	2594	1	1	1.69
сотрясение	127720	2594	1	1	1.69
малейших	127720	2594	1	1	1.69
сущ	127720	2594	1	1	1.69
употр	127720	2594	1	1	1.69
Морфология	127720	2594	1	1	1.69
вижу	127720	2594	1	1	1.69
бранить	127720	2594	1	1	1.69
выводить	127720	2594	1	1	1.69
мыкать	127720	2594	1	1	1.69
ЭЛЕКТРОМАГНИТНОЕ	127720	2594	1	1	1.69
ИЗЛУЧЕНИЕ	127720	2594	1	1	1.69
Сеетоощущениё	127720	2594	1	1	1.69
термину	127720	2594	1	1	1.69
св	127720	2594	1	1	1.69
ете	127720	2594	1	1	1.69
ить	127720	2594	1	1	1.69
освещ	127720	2594	1	1	1.69
размещайте	127720	2594	1	1	1.69
камерой	127720	2594	1	1	1.69
Заполняющий	127720	2594	1	1	1.69
распространялся	127720	2594	1	1	1.69
задний	127720	2594	1	1	1.69
типом	127720	2594	1	1	1.69
скрытый	127720	2594	1	1	1.69
мотивированный	127720	2594	1	1	1.69
Отражённый	127720	2594	1	1	1.69
Жёсткий	127720	2594	1	1	1.69
голубоватого	127720	2594	1	1	1.69
имитирующего	127720	2594	1	1	1.69
рассеивателем	127720	2594	1	1	1.69
Эволюционно	127720	2594	1	1	1.69
сложились	127720	2594	1	1	1.69
воспринимает	127720	2594	1	1	1.69
Однозначно	127720	2594	1	1	1.69
негативное	127720	2594	1	1	1.69
несчастными	127720	2594	1	1	1.69
мелатонина	127720	2594	1	1	1.69
организованный	127720	2594	1	1	1.69
высвободить	127720	2594	1	1	1.69
дофамин	127720	2594	1	1	1.69
актуальности	127720	2594	1	1	1.69
приглушенный	127720	2594	1	1	1.69
похолоднее	127720	2594	1	1	1.69
подчеркнет	127720	2594	1	1	1.69
расслабляющее	127720	2594	1	1	1.69
санузле	127720	2594	1	1	1.69
сделали	127720	2594	1	1	1.69
RGB	127720	2594	1	1	1.69
двойного	127720	2594	1	1	1.69
взаимодействует	127720	2594	1	1	1.69
локальным	127720	2594	1	1	1.69
снаружи	127720	2594	1	1	1.69
Контровой	127720	2594	1	1	1.69
Рефлекс	127720	2594	1	1	1.69
тусклее	127720	2594	1	1	1.69
Желто	127720	2594	1	1	1.69
примера	127720	2594	1	1	1.69
давай	127720	2594	1	1	1.69
поменяем	127720	2594	1	1	1.69
изменились	127720	2594	1	1	1.69
запомнить	127720	2594	1	1	1.69
жесткое	127720	2594	1	1	1.69
чистый	127720	2594	1	1	1.69
ограниченную	127720	2594	1	1	1.69
примерах	127720	2594	1	1	1.69
поработай	127720	2594	1	1	1.69
лайном	127720	2594	1	1	1.69
добавь	127720	2594	1	1	1.69
нацисты	127720	2594	1	1	1.69
христианской	127720	2594	1	1	1.69
византийской	127720	2594	1	1	1.69
иконописи	127720	2594	1	1	1.69
передавали	127720	2594	1	1	1.69
зрелое	127720	2594	1	1	1.69
терять	127720	2594	1	1	1.69
сакральное	127720	2594	1	1	1.69
полотна	127720	2594	1	1	1.69
заполнил	127720	2594	1	1	1.69
полуденный	127720	2594	1	1	1.69
понятного	127720	2594	1	1	1.69
кричал	127720	2594	1	1	1.69
трактовал	127720	2594	1	1	1.69
запечатлеть	127720	2594	1	1	1.69
туннели	127720	2594	1	1	1.69
усиливают	127720	2594	1	1	1.69
планет	127720	2594	1	1	1.69
раскаляется	127720	2594	1	1	1.69
Дешёвые	127720	2594	1	1	1.69
хорошая	127720	2594	1	1	1.69
нагреваются	127720	2594	1	1	1.69
поступает	127720	2594	1	1	1.69
оконные	127720	2594	1	1	1.69
Искусственный	127720	2594	1	1	1.69
рассеивают	127720	2594	1	1	1.69
Сочетает	127720	2594	1	1	1.69
активный	127720	2594	1	1	1.69
комплексом	127720	2594	1	1	1.69
визуальное	127720	2594	1	1	1.69
предпочтительнее	127720	2594	1	1	1.69
распределялся	127720	2594	1	1	1.69
комфортным	127720	2594	1	1	1.69
интенсивный	127720	2594	1	1	1.69
достаточный	127720	2594	1	1	1.69
комфортного	127720	2594	1	1	1.69
пребывания	127720	2594	1	1	1.69
тёплый	127720	2594	1	1	1.69
пролил	127720	2594	1	1	1.69
беспокоивший	127720	2594	1	1	1.69
гостеприимства	127720	2594	1	1	1.69
прожектор	127720	2594	1	1	1.69
поддерживающий	127720	2594	1	1	1.69
завтрака	127720	2594	1	1	1.69
использовал	127720	2594	1	1	1.69
имитирующие	127720	2594	1	1	1.69
улучшению	127720	2594	1	1	1.69
флуоресцентный	127720	2594	1	1	1.69
распределяет	127720	2594	1	1	1.69
удаляя	127720	2594	1	1	1.69
раздражающие	127720	2594	1	1	1.69
подстраиваться	127720	2594	1	1	1.69
вечерам	127720	2594	1	1	1.69
тонам	127720	2594	1	1	1.69
помог	127720	2594	1	1	1.69
трека	127720	2594	1	1	1.69
садовый	127720	2594	1	1	1.69
гаражный	127720	2594	1	1	1.69
Крытый	127720	2594	1	1	1.69
Открытый	127720	2594	1	1	1.69
расслабленности	127720	2594	1	1	1.69
направленный	127720	2594	1	1	1.69
картинах	127720	2594	1	1	1.69
текстурах	127720	2594	1	1	1.69
Тёплый	127720	2594	1	1	1.69
мягкости	127720	2594	1	1	1.69
гостиных	127720	2594	1	1	1.69
спален	127720	2594	1	1	1.69
Мягкий	127720	2594	1	1	1.69
сделает	127720	2594	1	1	1.69
романтичным	127720	2594	1	1	1.69
верхний	127720	2594	1	1	1.69
визуал	127720	2594	1	1	1.69
картинкой	127720	2594	1	1	1.69
визуализатора	127720	2594	1	1	1.69
ракурсы	127720	2594	1	1	1.69
отражаемый	127720	2594	1	1	1.69
непостоянный	127720	2594	1	1	1.69
видимом	127720	2594	1	1	1.69
причина	127720	2594	1	1	1.69
спектральное	127720	2594	1	1	1.69
генерировала	127720	2594	1	1	1.69
выводу	127720	2594	1	1	1.69
контактирует	127720	2594	1	1	1.69
зрительными	127720	2594	1	1	1.69
анализаторами	127720	2594	1	1	1.69
психические	127720	2594	1	1	1.69
телесные	127720	2594	1	1	1.69
недуги	127720	2594	1	1	1.69
помогающим	127720	2594	1	1	1.69
превращается	127720	2594	1	1	1.69
физиологически	127720	2594	1	1	1.69
собираюсь	127720	2594	1	1	1.69
северных	127720	2594	1	1	1.69
десятый	127720	2594	1	1	1.69
Десятый	127720	2594	1	1	1.69
Лазарева	127720	2594	1	1	1.69
заглавную	127720	2594	1	1	1.69
давшую	127720	2594	1	1	1.69
тождественен	127720	2594	1	1	1.69
киберпанка	127720	2594	1	1	1.69
песне	127720	2594	1	1	1.69
длинный	127720	2594	1	1	1.69
беспощадно	127720	2594	1	1	1.69
высвечивающий	127720	2594	1	1	1.69
режущий	127720	2594	1	1	1.69
беззащитная	127720	2594	1	1	1.69
неe	127720	2594	1	1	1.69
Рассеивающийся	127720	2594	1	1	1.69
тeплый	127720	2594	1	1	1.69
педагогического	127720	2594	1	1	1.69
Эта	127720	2594	31	3	1.67
настроение	127720	2594	56	4	1.67
ответ	127720	2594	12	2	1.65
самый	127720	2594	12	2	1.65
СВЕТ	127720	2594	12	2	1.65
луны	127720	2594	12	2	1.65
поверхности	127720	2594	12	2	1.65
Светодиодные	127720	2594	12	2	1.65
всего	127720	2594	59	4	1.60
предметы	127720	2594	13	2	1.59
напрямую	127720	2594	13	2	1.59
ваш	127720	2594	13	2	1.59
такого	127720	2594	13	2	1.59
Например	127720	2594	35	3	1.55
комментариев	127720	2594	14	2	1.53
фотонов	127720	2594	14	2	1.53
картине	127720	2594	14	2	1.53
весь	127720	2594	14	2	1.53
в	127720	2594	3115	71	1.52
у	127720	2594	202	8	1.49
температура	127720	2594	15	2	1.48
чтобы	127720	2594	134	6	1.44
тоже	127720	2594	16	2	1.43
вызывает	127720	2594	16	2	1.43
Когда	127720	2594	40	3	1.41
нам	127720	2594	40	3	1.41
мёртвое	127720	2594	2	1	1.40
молчанье	127720	2594	2	1	1.40
милый	127720	2594	2	1	1.40
статный	127720	2594	2	1	1.40
поют	127720	2594	2	1	1.40
танцуют	127720	2594	2	1	1.40
гадают	127720	2594	2	1	1.40
худо	127720	2594	2	1	1.40
малорус	127720	2594	2	1	1.40
роднит	127720	2594	2	1	1.40
отождествляет	127720	2594	2	1	1.40
нечистая	127720	2594	2	1	1.40
злато	127720	2594	2	1	1.40
наверняка	127720	2594	2	1	1.40
уроков	127720	2594	2	1	1.40
полученную	127720	2594	2	1	1.40
первоначальном	127720	2594	2	1	1.40
считаем	127720	2594	2	1	1.40
завесу	127720	2594	2	1	1.40
Откуда	127720	2594	2	1	1.40
приводя	127720	2594	2	1	1.40
биологические	127720	2594	2	1	1.40
молекул	127720	2594	2	1	1.40
газа	127720	2594	2	1	1.40
диодах	127720	2594	2	1	1.40
Следовательно	127720	2594	2	1	1.40
непрерывный	127720	2594	2	1	1.40
Легко	127720	2594	2	1	1.40
электрические	127720	2594	2	1	1.40
инфракрасный	127720	2594	2	1	1.40
набор	127720	2594	2	1	1.40
Гук	127720	2594	2	1	1.40
предложил	127720	2594	2	1	1.40
состоящим	127720	2594	2	1	1.40
предсказать	127720	2594	2	1	1.40
переносится	127720	2594	2	1	1.40
Эйнштейн	127720	2594	2	1	1.40
Природа	127720	2594	2	1	1.40
физике	127720	2594	2	1	1.40
природа	127720	2594	2	1	1.40
экономить	127720	2594	2	1	1.40
занятий	127720	2594	2	1	1.40
стилях	127720	2594	2	1	1.40
зонирования	127720	2594	2	1	1.40
многообразии	127720	2594	2	1	1.40
уподоблением	127720	2594	2	1	1.40
Антитеза	127720	2594	2	1	1.40
монархини	127720	2594	2	1	1.40
ранней	127720	2594	2	1	1.40
оде	127720	2594	2	1	1.40
Фелица	127720	2594	2	1	1.40
тьмою	127720	2594	2	1	1.40
632	127720	2594	2	1	1.40
Интересное	127720	2594	2	1	1.40
доказывает	127720	2594	2	1	1.40
материей	127720	2594	2	1	1.40
мгновение	127720	2594	2	1	1.40
действовал	127720	2594	2	1	1.40
шел	127720	2594	2	1	1.40
состоял	127720	2594	2	1	1.40
упоминалось	127720	2594	2	1	1.40
Смирнов	127720	2594	2	1	1.40
концепций	127720	2594	2	1	1.40
Дневной	127720	2594	2	1	1.40
пик	127720	2594	2	1	1.40
солнечной	127720	2594	2	1	1.40
Вся	127720	2594	2	1	1.40
уничтожать	127720	2594	2	1	1.40
затмевать	127720	2594	2	1	1.40
делаться	127720	2594	2	1	1.40
мерцать	127720	2594	2	1	1.40
Контексты	127720	2594	2	1	1.40
заслоняет	127720	2594	2	1	1.40
истинный	127720	2594	2	1	1.40
истине	127720	2594	2	1	1.40
идти	127720	2594	2	1	1.40
мелкими	127720	2594	2	1	1.40
шее	127720	2594	2	1	1.40
восход	127720	2594	2	1	1.40
вселенная	127720	2594	2	1	1.40
высшее	127720	2594	2	1	1.40
высший	127720	2594	2	1	1.40
дольний	127720	2594	2	1	1.40
зарево	127720	2594	2	1	1.40
земля	127720	2594	2	1	1.40
пламень	127720	2594	2	1	1.40
словарях	127720	2594	2	1	1.40
принимают	127720	2594	2	1	1.40
наиб	127720	2594	2	1	1.40
производил	127720	2594	2	1	1.40
ся	127720	2594	2	1	1.40
край	127720	2594	2	1	1.40
муж	127720	2594	2	1	1.40
ключевой	127720	2594	2	1	1.40
рассеять	127720	2594	2	1	1.40
уличные	127720	2594	2	1	1.40
вывесок	127720	2594	2	1	1.40
дополнить	127720	2594	2	1	1.40
организме	127720	2594	2	1	1.40
Максимально	127720	2594	2	1	1.40
зоной	127720	2594	2	1	1.40
загораживать	127720	2594	2	1	1.40
границе	127720	2594	2	1	1.40
подсветку	127720	2594	2	1	1.40
Второй	127720	2594	2	1	1.40
Рассеянный	127720	2594	2	1	1.40
располагается	127720	2594	2	1	1.40
архитектуру	127720	2594	2	1	1.40
заходит	127720	2594	2	1	1.40
сравнил	127720	2594	2	1	1.40
проявление	127720	2594	2	1	1.40
Средневековье	127720	2594	2	1	1.40
поймать	127720	2594	2	1	1.40
кратера	127720	2594	2	1	1.40
прохождении	127720	2594	2	1	1.40
тока	127720	2594	2	1	1.40
цветопередача	127720	2594	2	1	1.40
боковое	127720	2594	2	1	1.40
проемы	127720	2594	2	1	1.40
сигнал	127720	2594	2	1	1.40
прошла	127720	2594	2	1	1.40
вентиляции	127720	2594	2	1	1.40
настраивает	127720	2594	2	1	1.40
представлении	127720	2594	2	1	1.40
сфокусированный	127720	2594	2	1	1.40
приносит	127720	2594	2	1	1.40
объятия	127720	2594	2	1	1.40
заполняет	127720	2594	2	1	1.40
мою	127720	2594	2	1	1.40
Представьте	127720	2594	2	1	1.40
теплым	127720	2594	2	1	1.40
Изображение	127720	2594	2	1	1.40
деталях	127720	2594	2	1	1.40
сказывается	127720	2594	2	1	1.40
Луна	127720	2594	2	1	1.40
вернее	127720	2594	2	1	1.40
Солнца	127720	2594	2	1	1.40
Землю	127720	2594	2	1	1.40
расхождения	127720	2594	2	1	1.40
газового	127720	2594	2	1	1.40
формировании	127720	2594	2	1	1.40
полноценным	127720	2594	2	1	1.40
участником	127720	2594	2	1	1.40
любым	127720	2594	2	1	1.40
Сергея	127720	2594	2	1	1.40
диска	127720	2594	2	1	1.40
романтическую	127720	2594	2	1	1.40
всe	127720	2594	2	1	1.40
Сборник	127720	2594	2	1	1.40
портала	127720	2594	2	1	1.40
Из	127720	2594	17	2	1.38
означает	127720	2594	17	2	1.38
выше	127720	2594	17	2	1.38
Также	127720	2594	17	2	1.38
улучшает	127720	2594	17	2	1.38
играет	127720	2594	17	2	1.38
нас	127720	2594	71	4	1.38
солнца	127720	2594	71	4	1.38
температуры	127720	2594	18	2	1.34
быть	127720	2594	76	4	1.30
того	127720	2594	78	4	1.27
учитывать	127720	2594	20	2	1.27
тайный	127720	2594	3	1	1.23
сверкать	127720	2594	3	1	1.23
мгла	127720	2594	3	1	1.23
Слова	127720	2594	3	1	1.23
полку	127720	2594	3	1	1.23
вопросом	127720	2594	3	1	1.23
испускают	127720	2594	3	1	1.23
принципом	127720	2594	3	1	1.23
высвобождение	127720	2594	3	1	1.23
воспринимаем	127720	2594	3	1	1.23
щели	127720	2594	3	1	1.23
ведет	127720	2594	3	1	1.23
частица	127720	2594	3	1	1.23
длина	127720	2594	3	1	1.23
представлений	127720	2594	3	1	1.23
свойств	127720	2594	3	1	1.23
разного	127720	2594	3	1	1.23
ткани	127720	2594	3	1	1.23
оды	127720	2594	3	1	1.23
Сумарокова	127720	2594	3	1	1.23
интересует	127720	2594	3	1	1.23
прямым	127720	2594	3	1	1.23
камеру	127720	2594	3	1	1.23
темной	127720	2594	3	1	1.23
органов	127720	2594	3	1	1.23
навстречу	127720	2594	3	1	1.23
трансформируется	127720	2594	3	1	1.23
прямом	127720	2594	3	1	1.23
67	127720	2594	3	1	1.23
виду	127720	2594	3	1	1.23
скоро	127720	2594	3	1	1.23
Русские	127720	2594	3	1	1.23
женщины	127720	2594	3	1	1.23
общество	127720	2594	3	1	1.23
